Ano,Mes,PRECIPITACAO TOTAL; DIARIO (AUT)(mm),TEMPERATURA MEDIA; DIARIA (AUT)(Â°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA (AUT)(%)
2015,JAN,0.32903225806451614,21.033064580645167,64.03225806451613
2015,FEV,4.828571428571427,20.37916671428572,72.61160707142857
2015,MAR,0.6903225806451613,21.50551077419355,67.49327954838708
2015,ABR,4.74,21.001944433333332,73.09444453333334
2015,MAI,2.948387096774194,18.663171999999996,79.72311822580646
2015,JUN,2.6199999999999997,17.468611133333336,78.87222213333334
2015,JUL,2.070967741935484,17.207526967741938,77.7956989032258
2015,AGO,2.6322580645161286,17.25013438709678,71.3051075483871
2015,SET,0.04666666666666666,20.620555533333334,54.576388933333334
2015,OUT,1.303225806451613,21.422083366666673,56.523387096774194
2015,NOV,3.1,22.66655846428571,57.422578200000004
2015,DEZ,2.980645161290323,22.449151833333328,56.60680232258064
2016,JAN,0.0,20.560057629629636,78.70852938709679
2016,FEV,0.006896551724137932,21.58936789655172,67.30316089655172
2016,MAR,0.04516129032258064,21.926075258064518,67.32795703225806
2016,ABR,0.08000000000000002,20.87763886666666,66.90555556666666
2016,MAI,0.06451612903225806,19.7227150967742,69.58602145161291
2016,JUN,0.12666666666666668,18.657361133333332,69.13194446666667
2016,JUL,0.16129032258064516,17.25134412903226,71.16532261290322
2016,AGO,0.11612903225806451,18.445833322580643,68.22446238709678
2016,SET,0.08666666666666666,19.140138866666664,67.0166668
2016,OUT,0.0,20.45551067741936,67.2298386451613
2016,NOV,0.41333333333333333,20.50888893333333,70.23055550000001
2016,DEZ,0.29032258064516137,20.83884412903226,69.84946238709678
2017,JAN,0.012903225806451613,22.104032225806453,60.108871032258065
2017,FEV,0.13571428571428573,20.83824403571429,70.82886900000001
2017,MAR,0.0,21.894892483870972,64.16532261290322
2017,ABR,,20.3534722,74.21388883333333
2017,MAI,0.12258064516129032,19.165591451612904,74.44623651612903
2017,JUN,0.12666666666666665,17.506111066666666,75.71527783333333
2017,JUL,0.17419354838709677,15.100806483870967,78.61559141935484
2017,AGO,0.06451612903225808,17.542741903225807,65.6586020967742
2017,SET,0.09333333333333335,17.0994444,72.6027778
2017,OUT,0.0,20.651881774193548,58.849462290322585
2017,NOV,0.0,19.859861066666667,75.01527783333333
2017,DEZ,1.6451612903225807,21.25161290322581,69.483871
2018,JAN,2.9290322580645154,21.13682796774194,66.03360212903226
2018,FEV,4.821428571428571,20.76696425,74.50446425
2018,MAR,5.283870967741936,20.852688129032252,75.38709677419355
2018,ABR,3.7800000000000002,19.436666666666667,76.89861113333333
2018,MAI,2.9096774193548387,18.520698903225803,76.89650535483871
2018,JUN,1.5533333333333332,17.603611100000002,75.8986111
2018,JUL,0.9354838709677419,16.979704354838717,71.01344077419355
2018,AGO,0.45161290322580644,18.62889787096774,67.06317193548388
2018,SET,0.060000000000000005,20.185277766666665,59.3347222
2018,OUT,1.5032258064516126,21.37163977419355,62.556451612903224
2018,NOV,4.233333333333333,20.317222266666672,72.28750006666665
2018,DEZ,8.883870967741935,20.20860225806452,74.53091393548387
2019,JAN,0.3483870967741935,21.64596783870968,62.74865596774193
2019,FEV,3.1000000000000005,22.501339249999997,66.05952385714286
2019,MAR,5.019354838709678,22.1955644516129,65.44220435483871
2019,ABR,3.853333333333333,21.041135299999997,73.83605076666666
2019,MAI,0.9161290322580645,20.282222266666665,67.99391616129033
2019,JUN,1.2933333333333334,17.626666566666668,68.1569444
2019,JUL,1.0193548387096774,16.850268838709678,66.00000006451612
2019,AGO,1.6387096774193548,16.97096764516129,67.18817200000001
2019,SET,1.0066666666666666,18.762638866666666,62.17336953333334
2019,OUT,1.2580645161290323,20.511828032258066,56.662634451612895
2019,NOV,1.2866666666666668,21.705416566666667,55.32083336666666
2019,DEZ,1.2580645161290323,22.079973064516132,53.52150535483871
